gene_name,origin_species,read_mean_count,base_read_mean,species_abundance,orthogroup,fold_change_ratio
J5A69_RS07460,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,1.9458458130918026,113.76119979285332,0.017104652699118632,397275,0.5
J5A69_RS13965,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,0.0013969425481625871,0.08167032518786942,0.017104652699118632,410190,1.0
J5A69_RS08640,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,1.2008648245366567,70.20691069620693,0.017104652699118632,475117,2.0
J5A69_RS04605,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,0.14182680880025572,8.29170935505541,0.017104652699118632,396980,0.5
J5A69_RS08775,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,5.508090850589377,322.02295758236573,0.017104652699118632,475141,1.0
J5A69_RS07855,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,27.93116071232694,1632.9569038116847,0.017104652699118632,475021,1.0
J5A69_RS14945,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,2.9902207958435825,174.81914707322076,0.017104652699118632,410304,0.5
J5A69_RS12695,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,14.546648353658517,850.4497933716056,0.017104652699118632,410027,2.0
J5A69_RS19745,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,1.3304985777800022,77.7857698244034,0.017104652699118632,39914,0.5
J5A69_RS16550,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,0.32586459373981636,19.051225387149046,0.017104652699118632,357578,0.5
J5A69_RS06700,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,9.184374168395781,536.9518066197879,0.017104652699118632,397208,0.5
J5A69_RS14230,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,0.6471111436021881,37.83246318912587,0.017104652699118632,410220,1.0
J5A69_RS19410,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,2.167576989852592,126.72440814681275,0.017104652699118632,39866,1.0
J5A69_RS09575,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,4.110438300710986,240.3111231204822,0.017104652699118632,475235,1.0
J5A69_RS16010,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,0.2628663957614229,15.368122369124038,0.017104652699118632,357508,0.5
J5A69_RS08735,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,8.798557805948986,514.3955835129209,0.017104652699118632,475134,2.0
J5A69_RS18610,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,0.7687954521819323,44.94656896608879,0.017104652699118632,357878,1.0
J5A69_RS17990,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,61.482049033511004,3594.4634547697683,0.017104652699118632,357794,1.0
J5A69_RS19575,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,29.369020921483507,1717.019423785017,0.017104652699118632,39879,2.0
J5A69_RS05140,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,10.450578584314915,610.9787066798153,0.017104652699118632,397055,0.5
J5A69_RS04780,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,259.3343185022046,15161.624329008888,0.017104652699118632,397008,1.0
J5A69_RS20370,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,5.302466116778133,310.0013902680034,0.017104652699118632,396908,1.0
J5A69_RS17300,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,7.3290352168188635,428.4819660323482,0.017104652699118632,357690,1.0
J5A69_RS17810,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,916.7890722065239,53598.8124595926,0.017104652699118632,357764,2.0
J5A69_RS00450,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,28.43815080139922,1662.5973822236438,0.017104652699118632,63310,1.0
J5A69_RS05755,ALL_Cellulosimicrobium_cellulans_strain_ORNL_0100_NZ_CP072387,4.661366204258438,272.5203654382663,0.017104652699118632,397105,1.0
DY216_RS10940,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,4.0495107766486145,116.07423953423174,0.03488724796214894,48631,1.0
DY216_RS00860,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,1.498631264250938,42.956419660183116,0.03488724796214894,48709,1.0
DY216_RS03920,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,2.8101933378016057,80.55073134030337,0.03488724796214894,48848,1.0
DY216_RS04645,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,4.807577582275415,137.8032909758722,0.03488724796214894,48880,0.5
DY216_RS07360,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,242.9563096946782,6964.043422349468,0.03488724796214894,49004,2.0
DY216_RS05005,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,17.302482619589696,495.9543566853452,0.03488724796214894,48913,2.0
DY216_RS09050,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,2.3012443570353174,65.9623355654783,0.03488724796214894,448783,1.0
DY216_RS04185,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,81.10099824432359,2324.660240679186,0.03488724796214894,48864,1.0
DY216_RS11060,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,137.1678506511512,3931.747519895293,0.03488724796214894,49019,1.0
DY216_RS06620,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,0.22221291514437808,6.369459562573375,0.03488724796214894,48978,0.5
DY216_RS04380,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,41.462496996729946,1188.4714163099036,0.03488724796214894,48873,1.0
DY216_RS10935,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,2.4539704511480047,70.34004097458332,0.03488724796214894,448777,1.0
DY216_RS11065,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,8.395547959287361,240.64804333079366,0.03488724796214894,49025,0.5
DY216_RS01000,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,118.09430718157496,3385.0278849653564,0.03488724796214894,48730,0.5
DY216_RS01085,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,243.01593084662926,6965.752389248082,0.03488724796214894,48736,1.0
DY216_RS00820,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,0.38268081296675044,10.969074241165183,0.03488724796214894,48704,1.0
DY216_RS01250,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,627.4416522984617,17984.842283323895,0.03488724796214894,48753,0.5
DY216_RS02400,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,10.642444708157281,305.05257163602715,0.03488724796214894,48801,1.0
DY216_RS04110,Bergeyella_zoohelcum_strain_NCTC11660_NZ_UFTL01000001,45.827110819132834,1313.5776966086044,0.03488724796214894,48856,0.5
J1G47_RS02460,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,267.9945256060403,8366.637266107817,0.03203133075837434,173620,1.0
J1G47_RS00385,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,67.91034004941592,2120.1223440166095,0.03203133075837434,173548,1.0
J1G47_RS07710,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,102.91417088550945,3212.9221124727496,0.03203133075837434,173820,2.0
J1G47_RS00410,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,8939.880745864872,279098.0122962144,0.03203133075837434,173551,1.0
J1G47_RS06815,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,23.099741172871088,721.1608330331965,0.03203133075837434,173767,0.5
J1G47_RS12020,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,155.18962548534108,4844.932190173459,0.03203133075837434,173689,2.0
J1G47_RS00640,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,4.678504682804751,146.06026574720417,0.03203133075837434,173569,0.5
J1G47_RS11070,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,302.99635305773006,9459.374490037822,0.03203133075837434,310915,1.0
J1G47_RS06200,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,0.5028349314635282,15.69822169602073,0.03203133075837434,173749,1.0
J1G47_RS08160,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,51.89925296145297,1620.2652756749521,0.03203133075837434,173856,1.0
J1G47_RS05985,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,6.585039128413198,205.58119105593488,0.03203133075837434,173739,1.0
J1G47_RS06955,ALL_Glaesserella_parasuis_strain_YHP1818_NZ_CP071487,19.91109363939947,621.6130634595589,0.03203133075837434,173787,0.5
T479_RS10740,Lysinibacillus_varians_strain_GY32_NZ_CP006837,7.732385722283561,166.5421250160139,0.04642900840577152,159151,1.0
T479_RS24250,Lysinibacillus_varians_strain_GY32_NZ_CP006837,2.906989173066004,62.611485208989315,0.04642900840577152,265501,1.0
T479_RS13885,Lysinibacillus_varians_strain_GY32_NZ_CP006837,10.894106072168492,234.6400762419527,0.04642900840577152,159281,1.0
T479_RS18285,Lysinibacillus_varians_strain_GY32_NZ_CP006837,61.59761320728009,1326.705336218703,0.04642900840577152,435745,1.0
T479_RS04290,Lysinibacillus_varians_strain_GY32_NZ_CP006837,0.9089208222440092,19.576571920304517,0.04642900840577152,249142,2.0
T479_RS22715,Lysinibacillus_varians_strain_GY32_NZ_CP006837,5.493959969700288,118.33033179785382,0.04642900840577152,265587,1.0
T479_RS16205,Lysinibacillus_varians_strain_GY32_NZ_CP006837,6.907798276400875,148.7819471833083,0.04642900840577152,435707,1.0
T479_RS14220,Lysinibacillus_varians_strain_GY32_NZ_CP006837,42.609405671697004,917.7324077074256,0.04642900840577152,265673,1.0
T479_RS11610,Lysinibacillus_varians_strain_GY32_NZ_CP006837,309.6495377782988,6669.311889499813,0.04642900840577152,159188,1.0
T479_RS24085,Lysinibacillus_varians_strain_GY32_NZ_CP006837,20.876171912829513,449.63639391950545,0.04642900840577152,248699,0.5
T479_RS18355,Lysinibacillus_varians_strain_GY32_NZ_CP006837,44.44429377166924,957.252702518291,0.04642900840577152,435756,1.0
T479_RS12180,Lysinibacillus_varians_strain_GY32_NZ_CP006837,1.616553619650646,34.817750263425715,0.04642900840577152,159241,0.5
T479_RS14730,Lysinibacillus_varians_strain_GY32_NZ_CP006837,0.10151748057631856,2.186509771845549,0.04642900840577152,248974,1.0
T479_RS15445,Lysinibacillus_varians_strain_GY32_NZ_CP006837,100.54869149933043,2165.6437419592053,0.04642900840577152,159296,2.0
T479_RS14755,Lysinibacillus_varians_strain_GY32_NZ_CP006837,20.90010940641883,450.1519658520377,0.04642900840577152,159287,0.5
T479_RS07015,Lysinibacillus_varians_strain_GY32_NZ_CP006837,3.4131343203364293,73.5129703935729,0.04642900840577152,249076,0.5
T479_RS15430,Lysinibacillus_varians_strain_GY32_NZ_CP006837,11.01969429588151,237.34502790957018,0.04642900840577152,158884,0.5
T479_RS19935,Lysinibacillus_varians_strain_GY32_NZ_CP006837,875.3547294046508,18853.616725009288,0.04642900840577152,265542,1.0
T479_RS13025,Lysinibacillus_varians_strain_GY32_NZ_CP006837,128.89843817796125,2776.2479235274404,0.04642900840577152,159265,1.0
T479_RS11620,Lysinibacillus_varians_strain_GY32_NZ_CP006837,37.6773221601653,811.5039164928986,0.04642900840577152,159190,2.0
T479_RS01505,Lysinibacillus_varians_strain_GY32_NZ_CP006837,81.44906248841163,1754.2709888735599,0.04642900840577152,158986,1.0
T479_RS16220,Lysinibacillus_varians_strain_GY32_NZ_CP006837,0.5548144629657296,11.949737502831557,0.04642900840577152,435711,1.0
T479_RS02240,Lysinibacillus_varians_strain_GY32_NZ_CP006837,56.742091388501414,1222.1258505587186,0.04642900840577152,254068,1.0
T479_RS18040,Lysinibacillus_varians_strain_GY32_NZ_CP006837,14.263522948943335,307.2114490209586,0.04642900840577152,265593,2.0
T479_RS13785,Lysinibacillus_varians_strain_GY32_NZ_CP006837,76.48402205177939,1647.3326628761638,0.04642900840577152,248718,0.5
T479_RS24220,Lysinibacillus_varians_strain_GY32_NZ_CP006837,48.12988073480132,1036.6338284497665,0.04642900840577152,435721,1.0
T479_RS15560,Lysinibacillus_varians_strain_GY32_NZ_CP006837,2.2515640864646524,48.49477005381756,0.04642900840577152,159302,1.0
T479_RS05315,Lysinibacillus_varians_strain_GY32_NZ_CP006837,30.398488969603413,654.7305232955314,0.04642900840577152,254247,1.0
T479_RS13205,Lysinibacillus_varians_strain_GY32_NZ_CP006837,31.86533011593778,686.3237275594421,0.04642900840577152,159266,0.5
T479_RS01695,Lysinibacillus_varians_strain_GY32_NZ_CP006837,52.213020113918375,1124.5775412129597,0.04642900840577152,158873,1.0
T479_RS11140,Lysinibacillus_varians_strain_GY32_NZ_CP006837,139.21588397934596,2998.4677416035497,0.04642900840577152,248890,0.5
T479_RS21685,Lysinibacillus_varians_strain_GY32_NZ_CP006837,48.44508812394804,1043.4228467805465,0.04642900840577152,435813,1.0
T479_RS22955,Lysinibacillus_varians_strain_GY32_NZ_CP006837,1.4117026215317159,30.405616445520064,0.04642900840577152,254048,1.0
T479_RS23810,Lysinibacillus_varians_strain_GY32_NZ_CP006837,584.8362984450216,12596.35556576568,0.04642900840577152,435698,2.0
T479_RS22370,Lysinibacillus_varians_strain_GY32_NZ_CP006837,0.3549765159409746,7.645576076891791,0.04642900840577152,265463,1.0
T479_RS22895,Lysinibacillus_varians_strain_GY32_NZ_CP006837,14.774116038501983,318.20873513778156,0.04642900840577152,159258,1.0
T479_RS16255,Lysinibacillus_varians_strain_GY32_NZ_CP006837,3.0517732775330555,65.72988272464794,0.04642900840577152,435716,0.5
T479_RS15595,Lysinibacillus_varians_strain_GY32_NZ_CP006837,43.33347038521983,933.327500912837,0.04642900840577152,254040,1.0
T479_RS19120,Lysinibacillus_varians_strain_GY32_NZ_CP006837,30.869212289075858,664.8690839849716,0.04642900840577152,435774,1.0
T479_RS20985,Lysinibacillus_varians_strain_GY32_NZ_CP006837,210.69633167397564,4538.032124928696,0.04642900840577152,265507,0.5
T479_RS08135,Lysinibacillus_varians_strain_GY32_NZ_CP006837,32.75912934142091,705.5746066148738,0.04642900840577152,159076,2.0
T479_RS12820,Lysinibacillus_varians_strain_GY32_NZ_CP006837,799.5410862001335,17220.722855255804,0.04642900840577152,254319,1.0
T479_RS07880,Lysinibacillus_varians_strain_GY32_NZ_CP006837,9.125805949237083,196.5539705151805,0.04642900840577152,249055,1.0
T479_RS01625,Lysinibacillus_varians_strain_GY32_NZ_CP006837,5.381605076702454,115.91040303228776,0.04642900840577152,254097,1.0
T479_RS15000,Lysinibacillus_varians_strain_GY32_NZ_CP006837,54.897644828790796,1182.399683168046,0.04642900840577152,265639,1.0
T479_RS11770,Lysinibacillus_varians_strain_GY32_NZ_CP006837,9.293110667351149,200.15742283645102,0.04642900840577152,159205,0.5
T479_RS06990,Lysinibacillus_varians_strain_GY32_NZ_CP006837,0.671545129471479,14.463912810767681,0.04642900840577152,249081,1.0
T479_RS09550,Lysinibacillus_varians_strain_GY32_NZ_CP006837,45.21396014692102,973.8299761168395,0.04642900840577152,159119,1.0
T479_RS11885,Lysinibacillus_varians_strain_GY32_NZ_CP006837,2.334819776302074,50.28795265013319,0.04642900840577152,159214,1.0
T479_RS23760,Lysinibacillus_varians_strain_GY32_NZ_CP006837,54.991921793890775,1184.4302448435408,0.04642900840577152,159293,1.0
T479_RS15685,Lysinibacillus_varians_strain_GY32_NZ_CP006837,9.353332663774907,201.45449978234313,0.04642900840577152,435672,1.0
T479_RS14790,Lysinibacillus_varians_strain_GY32_NZ_CP006837,1.7927952636197315,38.613688406855395,0.04642900840577152,159289,0.5
I6G58_RS11490,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,2.942340390008979,23.341058131131255,0.12605856913078922,403512,1.0
I6G58_RS11000,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,119.66549437448796,949.2848855862526,0.12605856913078922,403504,1.0
I6G58_RS00525,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,8.229031498937228,65.2794296784329,0.12605856913078922,403279,0.5
I6G58_RS07895,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,13.206627742280531,104.76580714301376,0.12605856913078922,403405,0.5
I6G58_RS04260,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,42.630843374827606,338.1828277821949,0.12605856913078922,403361,1.0
I6G58_RS19390,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,33.28165412432777,264.01738774138505,0.12605856913078922,403570,1.0
I6G58_RS09105,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,10.121161317534394,80.289355871027,0.12605856913078922,403426,2.0
I6G58_RS17460,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,83.33307140173794,661.0662962172574,0.12605856913078922,403610,1.0
I6G58_RS04310,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,141.99952982394606,1126.4567795991534,0.12605856913078922,403366,1.0
I6G58_RS07165,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,33.395243955021996,264.91847547764496,0.12605856913078922,403395,1.0
I6G58_RS03705,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,8.147978435285603,64.63645027441056,0.12605856913078922,403350,1.0
I6G58_RS19380,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,44.963294483434325,356.6857437258682,0.12605856913078922,403542,1.0
I6G58_RS09520,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,8.695528096005411,68.98006344164959,0.12605856913078922,403468,0.5
I6G58_RS17850,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,51.830062562135275,411.15858223299495,0.12605856913078922,409453,0.5
I6G58_RS12025,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,176.19158030684008,1397.6961782267772,0.12605856913078922,403521,2.0
I6G58_RS05585,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,406.574573131246,3225.2831039944117,0.12605856913078922,403374,0.5
I6G58_RS04265,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,54.64992343773342,433.52803236273945,0.12605856913078922,403362,0.5
I6G58_RS14670,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,926.0764787475541,7346.398464881228,0.12605856913078922,403562,0.5
I6G58_RS06650,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,3.187672029493936,25.28722998740878,0.12605856913078922,403389,1.0
I6G58_RS01300,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,4.970026773846895,39.42633022186977,0.12605856913078922,403304,1.0
I6G58_RS19385,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,65.0490339385538,516.0223092098058,0.12605856913078922,403563,1.0
I6G58_RS07370,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,70.13285563154061,556.3513540977594,0.12605856913078922,403400,0.5
I6G58_RS09365,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,56.23303156742097,446.08654497004216,0.12605856913078922,403452,2.0
I6G58_RS09460,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,2.87218952419348,22.784563905477178,0.12605856913078922,403464,1.0
I6G58_RS03685,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,329.39351401950563,2613.019616919107,0.12605856913078922,403349,0.5
I6G58_RS03880,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,13.981138673415286,110.9098633263834,0.12605856913078922,403355,1.0
I6G58_RS11545,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,50.589387564463216,401.31653019141714,0.12605856913078922,403516,0.5
I6G58_RS02820,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,472.08250251542063,3744.9457483974934,0.12605856913078922,403334,1.0
I6G58_RS16445,Bacteroides_uniformis_strain_FDAARGOS_901_NZ_CP065889,4.575991932303654,36.30052255754178,0.12605856913078922,403596,1.0
C7M43_RS08260,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,8.305822130968842,125.9084735488163,0.06596714182027288,314086,1.0
C7M43_RS01915,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,0.1874441113489982,2.841476925886658,0.06596714182027288,313775,1.0
C7M43_RS01495,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,23476.70774212079,355884.87077525584,0.06596714182027288,272962,1.0
C7M43_RS06905,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,35.60634087318572,539.7587327672162,0.06596714182027288,314034,0.5
C7M43_RS10445,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,6.033529150025319,91.46264312108043,0.06596714182027288,314062,1.0
C7M43_RS02085,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,9.573129732604224,145.11966819308563,0.06596714182027288,313796,2.0
C7M43_RS01960,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,2.03221297719983,30.806442739880758,0.06596714182027288,313781,1.0
C7M43_RS02115,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,4.817235595203207,73.02477358087968,0.06596714182027288,313802,1.0
C7M43_RS03500,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,8.635750706953027,130.90988132366084,0.06596714182027288,313899,1.0
C7M43_RS03395,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,83.82268341361669,1270.6732640015105,0.06596714182027288,313892,1.0
C7M43_RS10290,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,1.0448944846055837,15.839620389381018,0.06596714182027288,314171,0.5
C7M43_RS10410,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,4.420289956011528,67.0074499825168,0.06596714182027288,313912,1.0
C7M43_RS06700,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,36.7999166364685,557.8522218944952,0.06596714182027288,314022,1.0
C7M43_RS09260,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,33.989240471067866,515.2450073351877,0.06596714182027288,314130,1.0
C7M43_RS10435,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,2.2931929449975406,34.76265428090446,0.06596714182027288,314036,1.0
C7M43_RS06665,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,7.540845724912662,114.31214869756909,0.06596714182027288,314021,0.5
C7M43_RS10535,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,7.748370763927295,117.45803365314339,0.06596714182027288,314023,1.0
C7M43_RS00170,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,8.801546156921766,133.42318484710964,0.06596714182027288,272921,1.0
C7M43_RS10420,ALL_Leuconostoc_mesenteroides_strain_SRCM102733_NZ_CP028251,31.480838361839957,477.219983967311,0.06596714182027288,313959,0.5
CXR29_RS17705,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,0.00969163663865158,0.6275910292433509,0.015442599060627442,246337,1.0
CXR29_RS11990,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,16.90795677371733,1094.890614419044,0.015442599060627442,246407,1.0
CXR29_RS01950,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,6.027175423036892,390.2954029547928,0.015442599060627442,429738,1.0
CXR29_RS15715,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,60.07824888512647,3890.423409249962,0.015442599060627442,168235,2.0
CXR29_RS10065,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,0.01147867497971607,0.7433123747272685,0.015442599060627442,422001,1.0
CXR29_RS17500,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,1.2183799983092398,78.89734063067337,0.015442599060627442,168173,1.0
CXR29_RS00130,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,7.238580493438231,468.74107558058455,0.015442599060627442,429464,1.0
CXR29_RS01695,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,8.601527764285848,557.0000056672043,0.015442599060627442,429708,1.0
CXR29_RS17330,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,2.1180862870356525,137.1586660198891,0.015442599060627442,246522,0.5
CXR29_RS15060,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,2.5514438796466274,165.22114377441855,0.015442599060627442,168136,1.0
CXR29_RS06475,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,29.994772876567453,1942.3396773307632,0.015442599060627442,421584,2.0
CXR29_RS14330,ALL_Brevibacterium_linens_strain_ATCC_19391_NZ_CP026734,294.50065597344457,19070.666460823002,0.015442599060627442,246739,1.0
